npc_id,npc_name,gameval,models,seed_seqs,framemaps,rig_match_seqs,rig_match_skeletal,animaya_skinned,strict_covers,name_match_seqs,name_matches_outside_rig
34,Zombie,zombie_unarmed_city3,21102 21061 21043 21090 21119 21076 21140,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
35,Zombie,zombie_unarmed_city4,21005 20975 20956 20993 21018 20986 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
36,Zombie,zombie_unarmed_city5,21006 20976 20957 20994 21019 20986 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
37,Zombie,zombie_unarmed_city6,21002 20977 20958 20995 21020 20986 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
38,Zombie,zombie_unarmed_sewer1,21112 21070 21052 21099 21128 21083 21140,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
39,Zombie,zombie_unarmed_sewer2,21102 21071 21053 21100 21129 21083,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
40,Zombie,zombie_unarmed_sewer3,21002 20969 20962 20999 21026 20982 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
41,Zombie,zombie_unarmed_sewer4,21012 20970 20963 21000 21027 20982 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,40
42,Zombie,zombie2,21002 20971 20964 21000 21028 20982 21029,5576 5577 5793 5792 5791,1288,50,0,false,true,40,31
43,Zombie,zombie2_b,21101 21072 21054 21100 21130 21083,5565 5566 5790 5788 5789,1288,50,0,false,true,40,31
44,Zombie,zombie2_c,21112 21070 21052 21099 21128 21083 21031,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
45,Zombie,zombie2_rural1,21111 21067 21049 21098 21125 21081 21140,5565 5566 5790 5788 5789,1288,50,0,false,true,40,31
46,Zombie,zombie2_rural2,21101 21068 21050 21085 21126 21082 21140,5565 5566 5790 5788 5789,1288,50,0,false,true,40,31
47,Zombie,zombie2_rural3,21009 20965 20959 20990 21023 20983 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,31
48,Zombie,zombie2_rural4,21010 20967 20960 20998 21024 20982 21036,5565 5566 5790 5788 5789,1288,50,0,false,true,40,31
49,Zombie,zombie_armed,21102 21058 21040 21087 21116 21073 21136,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
50,Zombie,zombie_armed2,21105 21059 21041 21088 21117 21073 21136,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
51,Zombie,zombie_armed3,21002 20973 20954 20992 21016 20984 21029,5576 5577 5793 5792 5791,1288,50,0,false,true,40,31
52,Zombie,zombie_armed_city1,21107 21063 21045 21092 21121 21077 21139,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
53,Zombie,zombie_armed_city2,20948,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
54,Zombie,zombie_armed_city3,21106 21060 21042 21089 21118 21076 21139,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
55,Zombie,zombie_armed_sewer1,21112 21070 21052 21099 21128 21083 21134,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
56,Zombie,zombie_armed_sewer2,21002 20969 20962 20999 21026 20982 21031,5565 5570 5790 5788 5789,1288,50,0,false,true,40,31
57,Zombie,zombie_armed_sewer3,21012 20970 20963 21000 21027 20982 21035,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
58,Zombie,zombie_armed_sewer4,21002 20971 20964 21000 21028 20982 21029,5576 5577 5793 5792 5791,1288,50,0,false,true,40,31
59,Zombie,zombie_armed_rural1,21111 21067 21049 21098 21125 21081 21136,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
60,Zombie,zombie_armed_rural2,21101 21068 21050 21085 21126 21082 21139,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
61,Zombie,zombie_armed_rural3,21102 21069 21051 21085 21127 21082 21134,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
62,Zombie,zombie_armed_rural4,21009 20965 20959 20990 21023 20983 21035,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
63,Zombie,zombie_armed_rural5,21011 20968 20961 20990 21025 20988 21031,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
64,Zombie,zombie_entranan,21104 21057 21037 21086 21113 21073 21133,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
65,Zombie,zombie_entranan2,21102 21058 21040 21087 21116 21073 21133,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
66,Zombie,zombie_entranan3,21105 21059 21041 21088 21117 21073 21133,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
67,Zombie,zombie_entranan4,21003 20972 20953 20991 21015 20983 21030,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
68,Zombie,zombie_entranan5,21002 20973 20954 20992 21016 20984 21030,5572 5570 5790 5788 5789,1288,50,0,false,true,40,31
69,Summoned Zombie,summonedzombie,21111 21067 21049 21098 21125 21081 21140,5565 5566 5790 5788 5789,1288,50,0,false,true,0,0
70,Skeleton,skeleton_unarmed,21175 21160 21157 21182 21201 21187,5483 5481,1291,58,0,false,true,40,34
71,Skeleton,skeleton_unarmed2,21170 21178 21160 21158 21181 21188,5483 5479,1291,58,0,false,true,40,34
72,Skeleton,skeleton_unarmed3,21168 21177 21159 21156 21180 21188,5483 5479,1291,58,0,false,true,40,34
73,Skeleton,skeleton_unarmed4,21169 21161 21157 21182 21201 21186,5483 5481,1291,58,0,false,true,40,34
74,Skeleton,skeleton_unagressive,21175 21160 21157 21182 21201 21187,5483 5481,1291,58,0,false,true,40,34
75,Skeleton,skeleton_unagressive2,21170 21178 21160 21158 21181 21188,5483 5479,1291,58,0,false,true,40,34
76,Skeleton,skeleton_unagressive3,21168 21177 21159 21156 21180 21188,5483 5479,1291,58,0,false,true,40,34
77,Skeleton,skeleton_armed,21170 21178 21159 21156 21180 21202 21187,5483 5481,1291,58,0,false,true,40,36
78,Skeleton,skeleton_armed2,21173 21179 21160 21156 21182 21200 21186,5483 5481,1291,58,0,false,true,40,36
79,Skeleton,skeleton_armed3,21175 21179 21161 21156 21181 21205 21187,5483 5481,1291,58,0,false,true,40,36
80,Skeleton,skeleton_armed4,21174 21179 21161 21156 21182 21199 21186,5483 5481,1291,58,0,false,true,40,36
81,Skeleton,skeleton_armed5,21169 21161 21157 21181 21204 21188,5483 5479,1291,58,0,false,true,40,36
82,Skeleton,giantskeleton,21165,5493 5497,1291,58,0,false,true,0,0
83,Skeleton,giantskeleton2,21166,5495 5497,1291,58,0,false,true,0,0
84,Skeleton Mage,skeletonmage,21193,5483 5479,1291,58,0,false,true,0,0
85,Ghost,ghost,21154,5538 5539,1290,20,0,false,true,40,38
86,Ghost,ghost2,21147,5530 5531,1289,15,0,false,true,40,33
87,Ghost,ghost3,21148,5530 5531,1289,15,0,false,true,40,33
88,Ghost,ghost4,21149,5530 5531,1289,15,0,false,true,40,33
89,Ghost,ghost5,21143,5530 5531,1289,15,0,false,true,40,33
90,Ghost,ghost6,21144,5530 5531,1289,15,0,false,true,40,33
91,Ghost,ghost7,21145,5530 5531,1289,15,0,false,true,40,33
92,Ghost,ghost8,21146,5530 5531,1289,15,0,false,true,40,33
93,Ghost,ghost_unaggressive,21154,5538 5539,1290,20,0,false,true,40,38
94,Ghost,ghost2_unaggressive,21147,5530 5531,1289,15,0,false,true,40,33
95,Ghost,ghost3_unaggressive,21148,5530 5531,1289,15,0,false,true,40,33
96,Ghost,ghost4_unaggressive,21149,5530 5531,1289,15,0,false,true,40,33
97,Ghost,ghost5_unaggressive,21143,5530 5531,1289,15,0,false,true,40,33
98,Ghost,ghost6_unaggressive,21144,5530 5531,1289,15,0,false,true,40,33
99,Ghost,ghost7_unaggressive,21145,5530 5531,1289,15,0,false,true,40,33
100,Rock Crab,horror_rockcrab,4399 4400,1310 1311,539,8,0,false,true,39,31
101,Rocks,horror_rockcrab_inactive,4399 4400,1315 1311,539,8,0,false,true,40,40
102,Rock Crab,horror_rockcrab_small,4399 4400,1310 1311,539,8,0,false,true,39,31
103,Rocks,horror_rockcrab_small_inactive,4399 4400,1315 1311,539,8,0,false,true,40,40
104,Hellhound,hellhound,26256,6561 6583,1491,43,0,false,true,15,4
105,Hellhound,hellhound_strongholdcave,26256,6561 6583,1491,43,0,false,true,15,4
106,Wolf,wolf,26266,6580 6556,1491,43,0,false,true,0,0
107,White wolf,whitewolf_sentry,26266,6580 6556,1491,43,0,false,true,0,0
108,White wolf,whitewolf,26266,6580 6556,1491,43,0,false,true,0,0
109,Big Wolf,wolfpack_leader_whiter,26264,6580 6556,1491,43,0,false,true,0,0
110,Wolf,pack_wolf_whiter,26266,6580 6556,1491,43,0,false,true,0,0
111,Dog,dog,26253,6561 6560,1491,43,0,false,true,0,0
112,Wild dog,dog_wild,26263,6561 6560,1491,43,0,false,true,0,0
113,Wild dog,dog_wild_2,26263,6561 6560,1491,43,0,false,true,0,0
114,Guard dog,guarddog,26255,6561 6560,1491,43,0,false,true,0,0
115,Big Wolf,wolfpack_leader,26264,6580 6556,1491,43,0,false,true,0,0
116,Wolf,pack_wolf,26266,6580 6556,1491,43,0,false,true,0,0
117,Wolf,pack_wolf2,26266,6580 6556,1491,43,0,false,true,0,0
118,Ignatius Vulcan,skillcapes_firemaster,18086 246 3379 18931 164 179 268 181,808 819 820 821 822,0,3905,0,false,true,40,20
119,,cws_doomsayer,,813 1146 820 821 822,0,3905,0,false,true,0,0
120,Aggie,aggie_1op,377 16459 18554 479 3848 353 14421 361,808 819 820 821 822,0,3905,0,false,true,1,0
121,Aggie,aggie_2ops,377 16459 18554 479 3848 353 14421 361,808 819 820 821 822,0,3905,0,false,true,1,0
122,,grandtree_charlie_multi,,808 819 820 821 822,0,3905,0,false,true,13,13
123,,yama_throne,,12153,2425,5,5,false,true,39,39
124,Yama,yama_throne_occupied,9832 9434,,,0,0,true,false,39,39
125,Left head,poh_mounted_kbd_left,16238,,,0,0,false,false,17,17
126,Middle head,poh_mounted_kbd_middle,16238,,,0,0,false,false,27,27
127,Right head,poh_mounted_kbd_right,16238,,,0,0,false,false,17,17
128,Kalphite Queen,poh_mounted_kq,16238,,,0,0,false,false,17,17
129,Tentacle,poh_tentacle_monster,13201,3617,416,11,0,false,false,35,24
130,Skeleton,poh_skeleton,21176 21178 21160 21156 21182 21199 21187,5483 5479,1291,58,0,false,true,40,34
131,Guard dog,poh_guarddog,26255,6561 6560,1491,43,0,false,true,0,0
132,Hobgoblin,poh_hobgoblin,14109,166 162,312,10,0,false,true,11,1
133,Troll,poh_troll,3753 3756 3758 14113,286 283,461,45,0,false,true,40,3
134,Huge spider,poh_giantspider,20307 20308,5318 5317,1248,19,0,false,true,8,8
135,Hellhound,poh_hellhound,26258,6561 6583,1491,43,0,false,true,15,4
136,Ogre,poh_ogre,13425 14111 14116,357 358,321,31,0,false,true,0,0
137,Baby red dragon,poh_babyreddragon,17411 17427 17421 17424 17417,27 21,1080,30,0,false,true,0,0
138,Kalphite Soldier,poh_kalphite_soldier,24593,6218 6220,1422,27,0,false,true,40,17
139,Steel dragon,poh_steel_dragon,24578 24587 24583 17423 24579,6496 79,1080,30,0,false,true,40,25
140,Dagannoth,poh_dagganoth,4587 14117,1338 1339,538,10,0,false,true,13,12
141,Tok-Xil,poh_tok_xil,9332 9330 9329 9331 12747,2631 2632,164,6,0,false,true,0,0
142,Demon,poh_demon,17375 17393 17384 17399 17390 17376,66 63,1078,33,0,false,true,40,22
143,Rocnar,poh_oub_monster1,13224,3707 3708,423,5,0,false,true,0,0
144,Hangman game,poh_hangman_armour1,12975,,,0,0,false,false,3,3
145,Hangman game,poh_hangman_armour2,12975 12977,,,0,0,false,false,3,3
146,Hangman game,poh_hangman_armour3,12975 12977 12978,,,0,0,false,false,3,3
147,Hangman game,poh_hangman_armour4,12975 12977 12978 12979,,,0,0,false,false,3,3
148,Hangman game,poh_hangman_armour5,12975 12977 12978 12979 12980,,,0,0,false,false,3,3
149,Hangman game,poh_hangman_armour6,12975 12977 12978 12979 12980 12981,,,0,0,false,false,3,3
150,Hangman game,poh_hangman_armour7,12975 12977 12978 12979 12980 12981 12982,,,0,0,false,false,3,3
151,Hangman game,poh_hangman_armour8,12975 12977 12978 12979 12980 12981 12982 12983,,,0,0,false,false,3,3
152,Hangman game,poh_hangman_armour9,12975 12977 12978 12979 12980 12981 12982 12983 12984,,,0,0,false,false,3,3
153,Hangman game,poh_hangman_armour10,12975 12977 12978 12979 12980 12981 12982 12983 12984 12976,,,0,0,false,false,3,3
154,Treasure fairy,poh_treasure_hunt_fairy,2857,112 106,299,13,0,false,false,40,28
155,Jacky Jester,poh_mimic,15144 228 10075 246 15146 10073 10074 10076 15143,808 819 820 821 822,0,3905,0,false,true,5,5
156,Combat stone,poh_tbt_limestone_destroyed,13203 13214,,,0,0,false,false,0,0
157,Combat stone,poh_tbt_limestone_000,13203 13213 13210 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
158,Combat stone,poh_tbt_limestone_001,13203 13213 13210 13211 13212 13208 13209,,,0,0,false,false,0,0
159,Combat stone,poh_tbt_limestone_002,13203 13213 13210 13211 13212 13209,,,0,0,false,false,0,0
160,Combat stone,poh_tbt_limestone_003,13203 13213 13210 13211 13212,,,0,0,false,false,0,0
161,Combat stone,poh_tbt_limestone_010,13203 13213 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
162,Combat stone,poh_tbt_limestone_011,13203 13213 13211 13212 13208 13209,,,0,0,false,false,0,0
163,Combat stone,poh_tbt_limestone_012,13203 13213 13211 13212 13209,,,0,0,false,false,0,0
164,Combat stone,poh_tbt_limestone_013,13203 13213 13211 13212,,,0,0,false,false,0,0
165,Combat stone,poh_tbt_limestone_020,13203 13213 13212 13207 13208 13209,,,0,0,false,false,0,0
166,Combat stone,poh_tbt_limestone_021,13203 13213 13212 13208 13209,,,0,0,false,false,0,0
167,Combat stone,poh_tbt_limestone_022,13203 13213 13212 13209,,,0,0,false,false,0,0
168,Combat stone,poh_tbt_limestone_023,13203 13213 13212,,,0,0,false,false,0,0
169,Combat stone,poh_tbt_limestone_030,13203 13213 13207 13208 13209,,,0,0,false,false,0,0
170,Combat stone,poh_tbt_limestone_031,13203 13213 13208 13209,,,0,0,false,false,0,0
171,Combat stone,poh_tbt_limestone_032,13203 13213 13209,,,0,0,false,false,0,0
172,Combat stone,poh_tbt_limestone_033,13203 13213,,,0,0,false,false,0,0
173,Combat stone,poh_tbt_limestone_100,13203 13213 13204 13210 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
174,Combat stone,poh_tbt_limestone_101,13203 13213 13204 13210 13211 13212 13208 13209,,,0,0,false,false,0,0
175,Combat stone,poh_tbt_limestone_102,13203 13213 13204 13210 13211 13212 13209,,,0,0,false,false,0,0
176,Combat stone,poh_tbt_limestone_103,13203 13213 13204 13210 13211 13212,,,0,0,false,false,0,0
177,Combat stone,poh_tbt_limestone_110,13203 13213 13204 13211 13212 13208 13207,,,0,0,false,false,0,0
178,Combat stone,poh_tbt_limestone_111,13203 13213 13204 13211 13212 13208 13209,,,0,0,false,false,0,0
179,Combat stone,poh_tbt_limestone_112,13203 13213 13204 13211 13212 13209,,,0,0,false,false,0,0
180,Combat stone,poh_tbt_limestone_113,13203 13213 13204 13211 13212,,,0,0,false,false,0,0
181,Combat stone,poh_tbt_limestone_120,13203 13213 13204 13212 13208 13209 13207,,,0,0,false,false,0,0
182,Combat stone,poh_tbt_limestone_121,13203 13213 13204 13212 13208 13209,,,0,0,false,false,0,0
183,Combat stone,poh_tbt_limestone_122,13203 13213 13204 13212 13209,,,0,0,false,false,0,0
184,Combat stone,poh_tbt_limestone_123,13203 13213 13204 13212,,,0,0,false,false,0,0
185,Combat stone,poh_tbt_limestone_130,13203 13213 13204 13208 13209 13207,,,0,0,false,false,0,0
186,Combat stone,poh_tbt_limestone_131,13203 13213 13204 13208 13209,,,0,0,false,false,0,0
187,Combat stone,poh_tbt_limestone_132,13203 13213 13204 13209,,,0,0,false,false,0,0
188,Combat stone,poh_tbt_limestone_133,13203 13213 13204,,,0,0,false,false,0,0
189,Combat stone,poh_tbt_limestone_200,13203 13213 13204 13205 13210 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
190,Combat stone,poh_tbt_limestone_201,13203 13213 13204 13205 13210 13211 13212 13208 13209,,,0,0,false,false,0,0
191,Combat stone,poh_tbt_limestone_202,13203 13213 13204 13205 13210 13211 13212 13209,,,0,0,false,false,0,0
192,Combat stone,poh_tbt_limestone_203,13203 13213 13204 13205 13210 13211 13212,,,0,0,false,false,0,0
193,Combat stone,poh_tbt_limestone_210,13203 13213 13204 13205 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
194,Combat stone,poh_tbt_limestone_211,13203 13213 13204 13205 13211 13212 13208 13209,,,0,0,false,false,0,0
195,Combat stone,poh_tbt_limestone_212,13203 13213 13204 13205 13211 13212 13209,,,0,0,false,false,0,0
196,Combat stone,poh_tbt_limestone_213,13203 13213 13204 13205 13211 13212,,,0,0,false,false,0,0
197,Combat stone,poh_tbt_limestone_220,13203 13213 13204 13205 13212 13207 13208 13209,,,0,0,false,false,0,0
198,Combat stone,poh_tbt_limestone_221,13203 13213 13204 13205 13212 13208 13209,,,0,0,false,false,0,0
199,Combat stone,poh_tbt_limestone_222,13203 13213 13204 13205 13212 13209,,,0,0,false,false,0,0
200,Combat stone,poh_tbt_limestone_223,13203 13213 13204 13205 13212,,,0,0,false,false,0,0
201,Combat stone,poh_tbt_limestone_230,13203 13213 13204 13205 13207 13208 13209,,,0,0,false,false,0,0
202,Combat stone,poh_tbt_limestone_231,13203 13213 13204 13205 13208 13209,,,0,0,false,false,0,0
203,Combat stone,poh_tbt_limestone_232,13203 13213 13204 13205 13209,,,0,0,false,false,0,0
204,Combat stone,poh_tbt_limestone_233,13203 13213 13204 13205,,,0,0,false,false,0,0
205,Combat stone,poh_tbt_limestone_300,13203 13213 13204 13205 13206 13210 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
206,Combat stone,poh_tbt_limestone_301,13203 13213 13204 13205 13206 13210 13211 13212 13208 13209,,,0,0,false,false,0,0
207,Combat stone,poh_tbt_limestone_302,13203 13213 13204 13205 13206 13210 13211 13212 13209,,,0,0,false,false,0,0
208,Combat stone,poh_tbt_limestone_303,13203 13213 13204 13205 13206 13210 13211 13212,,,0,0,false,false,0,0
209,Combat stone,poh_tbt_limestone_310,13203 13213 13204 13205 13211 13212 13207 13208 13209,,,0,0,false,false,0,0
210,Combat stone,poh_tbt_limestone_311,13203 13213 13204 13205 13206 13211 13212 13208 13209,,,0,0,false,false,0,0
211,Combat stone,poh_tbt_limestone_312,13203 13213 13204 13205 13206 13211 13212 13209,,,0,0,false,false,0,0
212,Combat stone,poh_tbt_limestone_313,13203 13213 13204 13205 13206 13211 13212,,,0,0,false,false,0,0
213,Combat stone,poh_tbt_limestone_320,13203 13213 13204 13205 13206 13212 13207 13208 13209,,,0,0,false,false,0,0
214,Combat stone,poh_tbt_limestone_321,13203 13213 13204 13205 13206 13212 13208 13209,,,0,0,false,false,0,0
215,Combat stone,poh_tbt_limestone_322,13203 13213 13204 13205 13206 13212 13209,,,0,0,false,false,0,0
216,Combat stone,poh_tbt_limestone_323,13203 13213 13204 13205 13206 13212,,,0,0,false,false,0,0
217,Combat stone,poh_tbt_limestone_330,13203 13213 13204 13205 13206 13207 13208 13209,,,0,0,false,false,0,0
218,Combat stone,poh_tbt_limestone_331,13203 13213 13204 13205 13206 13208 13209,,,0,0,false,false,0,0
219,Combat stone,poh_tbt_limestone_332,13203 13213 13204 13205 13206 13209,,,0,0,false,false,0,0
220,Combat stone,poh_tbt_limestone_333,13203 13213 13204 13205 13206,,,0,0,false,false,0,0
221,Rick,poh_servant_dogsbody,10037 230 10304 11811 10980 10218 28212 181,808 819 820 821 822,0,3905,0,false,true,0,0
222,,poh_servant_multi_dogsbody,,808 819 820 821 822,0,3905,0,false,true,3,3
223,Maid,poh_servant_waiter_woman,391 417 11360 11775 10706 15154 358 437,808 819 820 821 822,0,3905,0,false,true,0,0
224,,poh_servant_multi_waiter_woman,,808 819 820 821 822,0,3905,0,false,true,3,3
225,Cook,poh_servant_cook_woman,391 414 14793 15155 15123 10706 14792 358 437,808 819 820 821 822,0,3905,0,false,true,0,0
226,,poh_servant_multi_cook_woman,,808 819 820 821 822,0,3905,0,false,true,3,3
227,Butler,poh_servant_maitre_d_man,6848 9620 12752 10301 12138 181,808 819 820 821 822,0,3905,0,false,true,0,0
228,,poh_servant_multi_maitre_d_man,,808 819 820 821 822,0,3905,0,false,true,3,3
229,Demon butler,poh_servant_demon,229 11811 15106 14373 180 12138 181,808 819 820 821 822,0,3905,0,false,true,40,34
230,,poh_servant_multi_demon,,808 819 820 821 822,0,3905,0,false,true,40,34
231,Wolf,pack_wolf3,26266,6580 6556,1491,43,0,false,true,0,0
232,Jungle Wolf,jungle_wolf,26265,6580 6556,1491,43,0,false,true,7,7
233,Macaroni Penguin,macaroni_penguin,21550,5668 5666,1310,58,0,false,true,19,8
234,Butterfly,butterfly,3022,362,278,1,0,false,true,5,4
235,Butterfly,butterfly2,3023,362,278,1,0,false,false,5,4
236,Butterfly,butterfly_bluemorpo,3023,362,278,1,0,false,false,5,4
237,Butterfly,butterfly_tigerswallowtail,3023,362,278,1,0,false,false,5,4
238,Butterfly,butterfly_viceroy,3023,362,278,1,0,false,false,5,4
239,King Black Dragon,king_dragon,17414 17415 17429 17422 17423,90 4635,1080,30,0,false,true,40,25
240,Black demon,black_demon_strongholdcave_1,17375 17391 17384 17399 17390,66 63,1078,33,0,false,true,40,22
241,Baby blue dragon,babybluedragon,17411 17427 17421 17424,27 21,1080,30,0,false,true,0,0
242,Baby blue dragon,babybluedragon2,17412 17428 17421 17424,27 21,1080,30,0,false,true,0,0
243,Baby blue dragon,babybluedragon3,17413 17427 17421 17424,27 21,1080,30,0,false,true,0,0
244,Baby red dragon,babyreddragon,17411 17427 17421 17424,27 21,1080,30,0,false,true,0,0
245,Baby red dragon,babyreddragon2,17412 17428 17421 17424,27 21,1080,30,0,false,true,0,0
246,Baby red dragon,babyreddragon3,17413 17427 17421 17424,27 21,1080,30,0,false,true,0,0
247,Red dragon,red_dragon,17407 17425 17418 17423,90 79,1080,30,0,false,true,40,25
248,Red dragon,red_dragon2,17408 17425 17418 17423,90 79,1080,30,0,false,true,40,25
249,Red dragon,red_dragon3,17409 17425 17420 17423,90 79,1080,30,0,false,true,40,25
250,Red dragon,red_dragon4,17410 17425 17419 17423,90 79,1080,30,0,false,true,40,25
251,Red dragon,red_dragon5,17407 17426 17418 17423,90 79,1080,30,0,false,true,40,25
252,Black dragon,black_dragon,17407 17425 17418 17423,90 79,1080,30,0,false,true,40,25
253,Black dragon,black_dragon2,17408 17426 17418 17423,90 79,1080,30,0,false,true,40,25
254,Black dragon,black_dragon3,17409 17425 17419 17423,90 79,1080,30,0,false,true,40,25
255,Black dragon,black_dragon4,17410 17425 17420 17423,90 79,1080,30,0,false,true,40,25
256,Black dragon,black_dragon5,17407 17425 17418 17423,90 79,1080,30,0,false,true,40,25
257,Black dragon,black_dragon_strongholdcave_1,17407 17425 17418 17423,90 79,1080,30,0,false,true,40,25
258,Black dragon,black_dragon_strongholdcave_2,17408 17426 17418 17423,90 79,1080,30,0,false,true,40,25
259,Black dragon,black_dragon_strongholdcave_3,17409 17425 17419 17423,90 79,1080,30,0,false,true,40,25
260,Green dragon,green_dragon,17407 17425 17418 17423,90 79,1080,30,0,false,true,40,25
261,Green dragon,green_dragon2,17408 17426 17418 17423,90 79,1080,30,0,false,true,40,25
262,Green dragon,green_dragon3,17409 17425 17419 17423,90 79,1080,30,0,false,true,40,25
263,Green dragon,green_dragon4,17410 17425 17420 17423,90 79,1080,30,0,false,true,40,25
264,Green dragon,green_dragon5,17407 17426 17418 17423,90 79,1080,30,0,false,true,40,25
